human_entrez,human_symbol,fly_entrez,flybase_id,fly_symbol,diopt_score,max_score,best_forward,best_reverse,confidence,retained,methods
10890,RAB10,318148,FBgn0052673,Rab9E,3,13,False,True,moderate,True,eggNOG;Panther;orthoMCL
10890,RAB10,31993,FBgn0030221,Rab9Db,3,13,False,True,moderate,True,eggNOG;Panther;orthoMCL
10890,RAB10,32029,FBgn0052670,Rab9Fb,3,13,False,True,moderate,True,eggNOG;Panther;orthoMCL
10890,RAB10,318149,FBgn0067052,Rab9D,3,13,False,True,moderate,True,eggNOG;Panther;orthoMCL
10890,RAB10,38084,FBgn0035155,RabX6,2,13,False,False,low,False,Compara;orthoMCL
10890,RAB10,326230,FBgn0052671,Rab9Fa,2,13,False,False,low,False,Panther;orthoMCL
10890,RAB10,31971,FBgn0030200,RabX2,2,13,False,False,low,False,Panther;orthoMCL
10890,RAB10,42960,FBgn0051118,RabX4,2,13,False,False,low,False,eggNOG;orthoMCL
10890,RAB10,32195,FBgn0030391,Rab40,2,13,False,False,low,False,eggNOG;orthoMCL
10890,RAB10,39388,FBgn0036259,CG9760,1,13,False,True,low,False,eggNOG
10890,RAB10,35838,FBgn0259226,CG42326,1,13,False,True,low,False,eggNOG
10890,RAB10,42841,FBgn0015795,Rab7,1,13,False,False,low,False,orthoMCL
10890,RAB10,31684,FBgn0029959,Rab39,1,13,False,False,low,False,orthoMCL
10890,RAB10,35221,FBgn0032782,Rab9,1,13,False,False,low,False,orthoMCL
10890,RAB10,35940,FBgn0002567,Rab32,1,13,False,False,low,False,orthoMCL
10890,RAB10,33418,FBgn0014010,Rab5,1,13,False,False,low,False,orthoMCL
10890,RAB10,44172,FBgn0015372,RabX1,1,13,False,False,low,False,orthoMCL
10890,RAB10,3355163,FBgn0039966,Rab21,1,13,False,False,low,False,orthoMCL
10890,RAB10,34636,FBgn0015797,Rab6,1,13,False,False,low,False,orthoMCL
10890,RAB10,36992,FBgn0016701,Rab4,1,13,False,False,low,False,orthoMCL
10890,RAB10,34840,FBgn0015791,Rab14,1,13,False,False,low,False,orthoMCL
10890,RAB10,35577,FBgn0014009,Rab2,1,13,False,False,low,False,orthoMCL
10890,RAB10,42524,FBgn0285937,Rab1,1,13,False,False,low,False,orthoMCL
10890,RAB10,42501,FBgn0015790,Rab11,1,13,False,False,low,False,orthoMCL
10890,RAB10,44360,FBgn0015794,Rab18,1,13,False,False,low,False,orthoMCL
10890,RAB10,36127,FBgn0005586,Rab3,1,13,False,False,low,False,orthoMCL
10890,RAB10,33014,FBgn0031090,Rab35,1,13,False,False,low,False,orthoMCL
10890,RAB10,33988,FBgn0031882,Rab30,1,13,False,False,low,False,orthoMCL
10890,RAB10,38930,FBgn0015793,Rab19,1,13,False,False,low,False,orthoMCL
10890,RAB10,40359,FBgn0086913,Rab26,1,13,False,False,low,False,orthoMCL
10890,RAB10,31103,FBgn0025382,Rab27,1,13,False,False,low,False,orthoMCL
10890,RAB10,32668,FBgn0030792,CG4789,1,13,False,False,low,False,Compara
10890,RAB10,37185,FBgn0034408,sano,1,13,False,False,low,False,eggNOG
10890,RAB10,41116,FBgn0037683,CG18473,1,13,False,False,low,False,eggNOG
10890,RAB10,40701,FBgn0037364,Rab23,1,13,False,False,low,False,orthoMCL
10891,PPARGC1A,40562,FBgn0037248,srl,8,13,True,True,high,True,Compara;Domainoid;eggNOG;OrthoDB;OrthoFinder;OrthoInspector;Panther;orthoMCL
10891,PPARGC1A,40529,FBgn0037220,CG14641,1,13,False,False,low,False,eggNOG
110117499,P3R3URF-PIK3R3,33203,FBgn0020622,Pi3K21B,8,13,True,False,moderate,True,Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;orthoMCL;SonicParanoid
1149,CIDEA,36292,FBgn0028407,Drep3,9,13,True,True,high,True,Domainoid;eggNOG;OrthoDB;Hieranoid;OrthoFinder;Panther;Phylome;SonicParanoid;orthoMCL
1149,CIDEA,35955,FBgn0028408,Drep2,7,13,False,True,moderate,True,Compara;eggNOG;OrthoDB;OrthoInspector;OrthoFinder;Panther;Phylome
1149,CIDEA,36290,FBgn0024732,Drep1,7,13,False,True,moderate,True,Domainoid;eggNOG;OrthoDB;OrthoFinder;Panther;SonicParanoid;orthoMCL
126129,CPT1C,36109,FBgn0261862,whd,12,13,True,False,moderate,True,Compara;Domainoid;eggNOG;Inparanoid;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
126129,CPT1C,43332,FBgn0039543,CROT,2,13,False,False,low,False,OrthoDB;orthoMCL
126129,CPT1C,42249,FBgn0000303,ChAT,2,13,False,False,low,False,OrthoDB;orthoMCL
126129,CPT1C,42074,FBgn0038486,CG5265,2,13,False,False,low,False,OrthoDB;orthoMCL
126129,CPT1C,40787,FBgn0037440,CRAT,2,13,False,False,low,False,OrthoDB;orthoMCL
126129,CPT1C,38355,FBgn0035383,CPT2,2,13,False,False,low,False,OrthoDB;orthoMCL
126129,CPT1C,34703,FBgn0032471,CG5122,2,13,False,False,low,False,OrthoDB;orthoMCL
1374,CPT1A,36109,FBgn0261862,whd,13,13,True,True,high,True,Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Compara;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
1374,CPT1A,43332,FBgn0039543,CROT,2,13,False,False,low,False,OrthoDB;orthoMCL
1374,CPT1A,42249,FBgn0000303,ChAT,2,13,False,False,low,False,OrthoDB;orthoMCL
1374,CPT1A,42074,FBgn0038486,CG5265,2,13,False,False,low,False,OrthoDB;orthoMCL
1374,CPT1A,40787,FBgn0037440,CRAT,2,13,False,False,low,False,OrthoDB;orthoMCL
1374,CPT1A,38355,FBgn0035383,CPT2,2,13,False,False,low,False,OrthoDB;orthoMCL
1374,CPT1A,34703,FBgn0032471,CG5122,2,13,False,False,low,False,OrthoDB;orthoMCL
1375,CPT1B,36109,FBgn0261862,whd,12,13,True,False,moderate,True,Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
1375,CPT1B,42249,FBgn0000303,ChAT,3,13,False,False,low,False,OrthoDB;Compara;orthoMCL
1375,CPT1B,43332,FBgn0039543,CROT,2,13,False,False,low,False,OrthoDB;orthoMCL
1375,CPT1B,42074,FBgn0038486,CG5265,2,13,False,False,low,False,OrthoDB;orthoMCL
1375,CPT1B,40787,FBgn0037440,CRAT,2,13,False,False,low,False,OrthoDB;orthoMCL
1375,CPT1B,38355,FBgn0035383,CPT2,2,13,False,False,low,False,OrthoDB;orthoMCL
1375,CPT1B,34703,FBgn0032471,CG5122,2,13,False,False,low,False,OrthoDB;orthoMCL
1385,CREB1,32817,FBgn0265784,CrebB,11,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;orthoMCL;SonicParanoid
1385,CREB1,35480,FBgn0033010,Atf6,1,13,False,False,low,False,Compara
148,ADRA1A,43484,FBgn0266137,Dop1R2,5,13,True,True,high,True,eggNOG;OrthoFinder;Inparanoid;SonicParanoid;orthoMCL
148,ADRA1A,43982,FBgn0024944,Oamb,4,13,False,True,moderate,True,eggNOG;OrthoDB;OrthoFinder;orthoMCL
148,ADRA1A,42258,FBgn0038653,Octalpha2R,2,13,False,False,low,False,Domainoid;orthoMCL
148,ADRA1A,41726,FBgn0011582,Dop1R1,2,13,False,False,low,False,eggNOG;orthoMCL
148,ADRA1A,42135,FBgn0038541,TyrRII,2,13,False,False,low,False,Panther;orthoMCL
148,ADRA1A,42136,FBgn0038542,TyrR,2,13,False,False,low,False,Panther;orthoMCL
148,ADRA1A,43669,FBgn0004573,5-HT7,1,13,False,False,low,False,orthoMCL
148,ADRA1A,41549,FBgn0038063,Octbeta2R,1,13,False,False,low,False,orthoMCL
148,ADRA1A,42652,FBgn0038980,Octbeta1R,1,13,False,False,low,False,orthoMCL
148,ADRA1A,3885573,FBgn0250910,Octbeta3R,1,13,False,False,low,False,orthoMCL
148,ADRA1A,42452,FBgn0004514,Oct-TyrR,1,13,False,False,low,False,orthoMCL
148,ADRA1A,40575,FBgn0087012,5-HT2A,1,13,False,False,low,False,orthoMCL
148,ADRA1A,37196,FBgn0004168,5-HT1A,1,13,False,False,low,False,orthoMCL
148,ADRA1A,37191,FBgn0263116,5-HT1B,1,13,False,False,low,False,orthoMCL
148,ADRA1A,41017,FBgn0261929,5-HT2B,1,13,False,False,low,False,orthoMCL
148,ADRA1A,43182,FBgn0039419,CG12290,1,13,False,False,low,False,Panther
148,ADRA1A,38539,FBgn0035538,DopEcR,1,13,False,False,low,False,Panther
148,ADRA1A,33007,FBgn0053517,Dop2R,1,13,False,False,low,False,orthoMCL
148327,CREB3L4,39682,FBgn0004396,CrebA,5,13,True,False,moderate,True,Compara;eggNOG;OrthoDB;OrthoInspector;orthoMCL
148327,CREB3L4,35480,FBgn0033010,Atf6,1,13,False,False,low,False,Compara
148327,CREB3L4,32817,FBgn0265784,CrebB,1,13,False,False,low,False,Compara
1938,EEF2,35422,FBgn0000559,eEF2,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
1938,EEF2,39834,FBgn0053158,CG33158,3,13,False,False,low,False,eggNOG;OrthoDB;orthoMCL
1938,EEF2,43358,FBgn0039566,CG4849,3,13,False,False,low,False,eggNOG;OrthoDB;orthoMCL
1938,EEF2,34004,FBgn0263133,mEFG1,1,13,False,False,low,False,eggNOG
1978,EIF4EBP1,33569,FBgn0261560,Thor,11,13,True,False,moderate,True,Compara;Domainoid;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;SonicParanoid;orthoMCL
1994,ELAVL1,32245,FBgn0086675,fne,11,13,True,False,moderate,True,Domainoid;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;orthoMCL;SonicParanoid
1994,ELAVL1,31000,FBgn0260400,elav,9,13,False,False,moderate,True,Domainoid;eggNOG;OrthoDB;OrthoFinder;Hieranoid;Panther;Phylome;orthoMCL;SonicParanoid
1994,ELAVL1,33498,FBgn0010263,Rbp9,9,13,False,False,moderate,True,Domainoid;eggNOG;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;SonicParanoid;orthoMCL
1994,ELAVL1,41892,FBgn0038345,maca,4,13,False,True,moderate,True,OrthoDB;OrthoFinder;Compara;orthoMCL
1994,ELAVL1,3772180,FBgn0264270,Sxl,4,13,False,True,moderate,True,OrthoDB;OrthoFinder;Compara;orthoMCL
1994,ELAVL1,31086,FBgn0024987,ssx,4,13,False,True,moderate,True,OrthoDB;OrthoFinder;Compara;orthoMCL
1994,ELAVL1,35027,FBgn0032620,CG12288,1,13,False,False,low,False,Compara
1994,ELAVL1,38605,FBgn0052423,shep,1,13,False,False,low,False,Compara
1994,ELAVL1,38811,FBgn0011640,lark,1,13,False,False,low,False,Compara
1994,ELAVL1,43554,FBgn0039730,CG7903,1,13,False,False,low,False,Compara
1994,ELAVL1,43764,FBgn0002780,mod,1,13,False,False,low,False,Compara
200186,CRTC2,39970,FBgn0036746,Crtc,7,13,True,False,moderate,True,Compara;Domainoid;OrthoDB;OrthoFinder;Panther;orthoMCL;SonicParanoid
200186,CRTC2,39682,FBgn0004396,CrebA,1,13,False,False,low,False,eggNOG
207,AKT1,41957,FBgn0010379,Akt,12,13,True,True,high,True,Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
207,AKT1,38654,FBgn0283472,S6k,2,13,False,False,low,False,OrthoDB;orthoMCL
207,AKT1,43643,FBgn0039796,CG12069,1,13,False,False,low,False,orthoMCL
207,AKT1,43644,FBgn0000274,Pka-C2,1,13,False,False,low,False,orthoMCL
207,AKT1,34284,FBgn0000273,Pka-C1,1,13,False,False,low,False,orthoMCL
207,AKT1,34348,FBgn0032187,CG4839,1,13,False,False,low,False,orthoMCL
207,AKT1,44817,FBgn0000721,for,1,13,False,False,low,False,orthoMCL
207,AKT1,33253,FBgn0000442,Pkg21D,1,13,False,False,low,False,orthoMCL
207,AKT1,35950,FBgn0020621,Pkn,1,13,False,False,low,False,orthoMCL
207,AKT1,47594,FBgn0261854,aPKC,1,13,False,False,low,False,orthoMCL
207,AKT1,32191,FBgn0287828,Pkcdelta,1,13,False,False,low,False,orthoMCL
207,AKT1,43428,FBgn0003093,Pkc98E,1,13,False,False,low,False,orthoMCL
207,AKT1,36897,FBgn0004784,inaC,1,13,False,False,low,False,orthoMCL
207,AKT1,39241,FBgn0020412,JIL-1,1,13,False,False,low,False,orthoMCL
207,AKT1,48311,FBgn0003091,Pkc53E,1,13,False,False,low,False,orthoMCL
207,AKT1,33139,FBgn0262866,S6kII,1,13,False,False,low,False,orthoMCL
207,AKT1,40560,FBgn0052944,CG32944,1,13,False,False,low,False,orthoMCL
207,AKT1,38017,FBgn0020386,Pdk1,1,13,False,False,low,False,orthoMCL
207,AKT1,45969,FBgn0260399,gwl,1,13,False,False,low,False,orthoMCL
207,AKT1,40165,FBgn0003744,trc,1,13,False,False,low,False,orthoMCL
207,AKT1,43651,FBgn0011739,wts,1,13,False,False,low,False,orthoMCL
207,AKT1,39429,FBgn0002466,sti,1,13,False,False,low,False,orthoMCL
207,AKT1,42187,FBgn0038588,CG7156,1,13,False,False,low,False,orthoMCL
207,AKT1,41446,FBgn0000147,aurA,1,13,False,False,low,False,orthoMCL
207,AKT1,34504,FBgn0024227,aurB,1,13,False,False,low,False,orthoMCL
207,AKT1,45970,FBgn0283473,S6KL,1,13,False,False,low,False,orthoMCL
207,AKT1,39733,FBgn0000489,Pka-C3,1,13,False,False,low,False,orthoMCL
208,AKT2,41957,FBgn0010379,Akt,12,13,True,True,high,True,Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
208,AKT2,38654,FBgn0283472,S6k,2,13,False,False,low,False,OrthoDB;orthoMCL
208,AKT2,43643,FBgn0039796,CG12069,1,13,False,False,low,False,orthoMCL
208,AKT2,43644,FBgn0000274,Pka-C2,1,13,False,False,low,False,orthoMCL
208,AKT2,34284,FBgn0000273,Pka-C1,1,13,False,False,low,False,orthoMCL
208,AKT2,34348,FBgn0032187,CG4839,1,13,False,False,low,False,orthoMCL
208,AKT2,44817,FBgn0000721,for,1,13,False,False,low,False,orthoMCL
208,AKT2,33253,FBgn0000442,Pkg21D,1,13,False,False,low,False,orthoMCL
208,AKT2,35950,FBgn0020621,Pkn,1,13,False,False,low,False,orthoMCL
208,AKT2,47594,FBgn0261854,aPKC,1,13,False,False,low,False,orthoMCL
208,AKT2,32191,FBgn0287828,Pkcdelta,1,13,False,False,low,False,orthoMCL
208,AKT2,43428,FBgn0003093,Pkc98E,1,13,False,False,low,False,orthoMCL
208,AKT2,36897,FBgn0004784,inaC,1,13,False,False,low,False,orthoMCL
208,AKT2,39241,FBgn0020412,JIL-1,1,13,False,False,low,False,orthoMCL
208,AKT2,48311,FBgn0003091,Pkc53E,1,13,False,False,low,False,orthoMCL
208,AKT2,33139,FBgn0262866,S6kII,1,13,False,False,low,False,orthoMCL
208,AKT2,40560,FBgn0052944,CG32944,1,13,False,False,low,False,orthoMCL
208,AKT2,38017,FBgn0020386,Pdk1,1,13,False,False,low,False,orthoMCL
208,AKT2,45969,FBgn0260399,gwl,1,13,False,False,low,False,orthoMCL
208,AKT2,40165,FBgn0003744,trc,1,13,False,False,low,False,orthoMCL
208,AKT2,43651,FBgn0011739,wts,1,13,False,False,low,False,orthoMCL
208,AKT2,39429,FBgn0002466,sti,1,13,False,False,low,False,orthoMCL
208,AKT2,42187,FBgn0038588,CG7156,1,13,False,False,low,False,orthoMCL
208,AKT2,41446,FBgn0000147,aurA,1,13,False,False,low,False,orthoMCL
208,AKT2,34504,FBgn0024227,aurB,1,13,False,False,low,False,orthoMCL
208,AKT2,45970,FBgn0283473,S6KL,1,13,False,False,low,False,orthoMCL
208,AKT2,39733,FBgn0000489,Pka-C3,1,13,False,False,low,False,orthoMCL
2194,FASN,117361,FBgn0042627,FASN2,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
2194,FASN,33524,FBgn0283427,FASN1,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
2194,FASN,3355111,FBgn0287184,FASN3,8,13,False,True,moderate,True,Domainoid;eggNOG;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;orthoMCL
2194,FASN,43539,FBgn0051036,CG31036,1,13,False,True,low,False,eggNOG
2203,FBP1,35265,FBgn0032820,fbp,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
2308,FOXO1,41709,FBgn0038197,foxo,9,13,True,False,moderate,True,Domainoid;eggNOG;OrthoDB;OrthoFinder;OrthoInspector;Compara;Panther;SonicParanoid;orthoMCL
2308,FOXO1,39252,FBgn0036134,FoxK,2,13,False,False,low,False,Compara;orthoMCL
2308,FOXO1,43843,FBgn0039937,fd102C,2,13,False,False,low,False,Compara;orthoMCL
2308,FOXO1,38766,FBgn0045759,bin,2,13,False,False,low,False,Compara;orthoMCL
2308,FOXO1,43010,FBgn0004897,fd96Ca,1,13,False,False,low,False,orthoMCL
2308,FOXO1,31336,FBgn0264954,fd3F,1,13,False,False,low,False,orthoMCL
2308,FOXO1,40374,FBgn0014143,croc,1,13,False,False,low,False,orthoMCL
2308,FOXO1,38471,FBgn0004895,FoxL1,1,13,False,False,low,False,orthoMCL
2308,FOXO1,37631,FBgn0004896,fd59A,1,13,False,False,low,False,orthoMCL
2308,FOXO1,43011,FBgn0004898,fd96Cb,1,13,False,False,low,False,orthoMCL
2308,FOXO1,33608,FBgn0004567,slp2,1,13,False,False,low,False,orthoMCL
2308,FOXO1,43383,FBgn0000659,fkh,1,13,False,False,low,False,orthoMCL
2308,FOXO1,33607,FBgn0003430,slp1,1,13,False,False,low,False,orthoMCL
2308,FOXO1,33010,FBgn0031086,fd19B,1,13,False,False,low,False,orthoMCL
2308,FOXO1,41265,FBgn0015396,jumu,1,13,False,False,low,False,orthoMCL
2308,FOXO1,31678,FBgn0029504,CHES-1-like,1,13,False,False,low,False,orthoMCL
2308,FOXO1,41182,FBgn0262477,FoxP,1,13,False,False,low,False,Compara
2308,FOXO1,317817,FBgn0052006,CG32006,1,13,False,False,low,False,orthoMCL
2309,FOXO3,41709,FBgn0038197,foxo,9,13,True,False,moderate,True,Domainoid;eggNOG;OrthoDB;OrthoFinder;OrthoInspector;Compara;Panther;SonicParanoid;orthoMCL
2309,FOXO3,33608,FBgn0004567,slp2,2,13,False,False,low,False,Compara;orthoMCL
2309,FOXO3,38766,FBgn0045759,bin,2,13,False,False,low,False,Compara;orthoMCL
2309,FOXO3,39252,FBgn0036134,FoxK,2,13,False,False,low,False,Compara;orthoMCL
2309,FOXO3,43843,FBgn0039937,fd102C,2,13,False,False,low,False,Compara;orthoMCL
2309,FOXO3,33010,FBgn0031086,fd19B,2,13,False,False,low,False,Compara;orthoMCL
2309,FOXO3,43011,FBgn0004898,fd96Cb,1,13,False,False,low,False,orthoMCL
2309,FOXO3,31336,FBgn0264954,fd3F,1,13,False,False,low,False,orthoMCL
2309,FOXO3,40374,FBgn0014143,croc,1,13,False,False,low,False,orthoMCL
2309,FOXO3,38471,FBgn0004895,FoxL1,1,13,False,False,low,False,orthoMCL
2309,FOXO3,37631,FBgn0004896,fd59A,1,13,False,False,low,False,orthoMCL
2309,FOXO3,33607,FBgn0003430,slp1,1,13,False,False,low,False,orthoMCL
2309,FOXO3,43010,FBgn0004897,fd96Ca,1,13,False,False,low,False,orthoMCL
2309,FOXO3,43383,FBgn0000659,fkh,1,13,False,False,low,False,orthoMCL
2309,FOXO3,41265,FBgn0015396,jumu,1,13,False,False,low,False,orthoMCL
2309,FOXO3,31678,FBgn0029504,CHES-1-like,1,13,False,False,low,False,orthoMCL
2309,FOXO3,41182,FBgn0262477,FoxP,1,13,False,False,low,False,Compara
2309,FOXO3,317817,FBgn0052006,CG32006,1,13,False,False,low,False,orthoMCL
23216,TBC1D1,40704,FBgn0261261,plx,11,13,True,False,moderate,True,Domainoid;eggNOG;Inparanoid;OrthoFinder;OrthoInspector;Compara;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
23216,TBC1D1,32088,FBgn0262740,Evi5,1,13,False,False,low,False,eggNOG
23216,TBC1D1,38945,FBgn0035879,GAPcenA,1,13,False,False,low,False,Compara
23216,TBC1D1,38987,FBgn0035916,GAPsec,1,13,False,False,low,False,Compara
23216,TBC1D1,41252,FBgn0261928,CG42795,1,13,False,False,low,False,Compara
23216,TBC1D1,41628,FBgn0038129,TBC1D5,1,13,False,False,low,False,Compara
23411,SIRT1,34708,FBgn0024291,Sirt1,10,13,True,True,high,True,Compara;Domainoid;eggNOG;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;SonicParanoid;orthoMCL
23411,SIRT1,31480,FBgn0029783,Sirt4,2,13,False,False,low,False,eggNOG;OrthoDB
23411,SIRT1,42414,FBgn0038788,Sirt2,2,13,False,False,low,False,OrthoFinder;orthoMCL
23411,SIRT1,43433,FBgn0039631,Sirt7,1,13,False,False,low,False,eggNOG
23411,SIRT1,41254,FBgn0037802,Sirt6,1,13,False,False,low,False,eggNOG
2475,MTOR,47396,FBgn0021796,mTor,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
2475,MTOR,31625,FBgn0263968,nonC,2,13,False,False,low,False,eggNOG;orthoMCL
2475,MTOR,41798,FBgn0038269,Rrp6,1,13,False,False,low,False,OrthoDB
2475,MTOR,41839,FBgn0045035,tefu,1,13,False,False,low,False,orthoMCL
2475,MTOR,32608,FBgn0004367,mei-41,1,13,False,False,low,False,orthoMCL
