human_entrez,human_symbol,fly_entrez,flybase_id,fly_symbol,diopt_score,max_score,best_forward,best_reverse,confidence,retained,methods
1994,ELAVL1,32245,FBgn0086675,fne,11,13,True,False,moderate,True,Domainoid;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;orthoMCL;SonicParanoid
1994,ELAVL1,31000,FBgn0260400,elav,9,13,False,False,moderate,True,Domainoid;eggNOG;OrthoDB;OrthoFinder;Hieranoid;Panther;Phylome;orthoMCL;SonicParanoid
1994,ELAVL1,33498,FBgn0010263,Rbp9,9,13,False,False,moderate,True,Domainoid;eggNOG;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;SonicParanoid;orthoMCL
1994,ELAVL1,41892,FBgn0038345,maca,4,13,False,True,moderate,True,OrthoDB;OrthoFinder;Compara;orthoMCL
1994,ELAVL1,3772180,FBgn0264270,Sxl,4,13,False,True,moderate,True,OrthoDB;OrthoFinder;Compara;orthoMCL
1994,ELAVL1,31086,FBgn0024987,ssx,4,13,False,True,moderate,True,OrthoDB;OrthoFinder;Compara;orthoMCL
200186,CRTC2,39970,FBgn0036746,Crtc,7,13,True,False,moderate,True,Compara;Domainoid;OrthoDB;OrthoFinder;Panther;orthoMCL;SonicParanoid
207,AKT1,41957,FBgn0010379,Akt,12,13,True,True,high,True,Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
208,AKT2,41957,FBgn0010379,Akt,12,13,True,True,high,True,Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
2194,FASN,117361,FBgn0042627,FASN2,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
2194,FASN,33524,FBgn0283427,FASN1,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
2194,FASN,3355111,FBgn0287184,FASN3,8,13,False,True,moderate,True,Domainoid;eggNOG;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;orthoMCL
2203,FBP1,35265,FBgn0032820,fbp,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
2308,FOXO1,41709,FBgn0038197,foxo,9,13,True,False,moderate,True,Domainoid;eggNOG;OrthoDB;OrthoFinder;OrthoInspector;Compara;Panther;SonicParanoid;orthoMCL
2309,FOXO3,41709,FBgn0038197,foxo,9,13,True,False,moderate,True,Domainoid;eggNOG;OrthoDB;OrthoFinder;OrthoInspector;Compara;Panther;SonicParanoid;orthoMCL
23216,TBC1D1,40704,FBgn0261261,plx,11,13,True,False,moderate,True,Domainoid;eggNOG;Inparanoid;OrthoFinder;OrthoInspector;Compara;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
23411,SIRT1,34708,FBgn0024291,Sirt1,10,13,True,True,high,True,Compara;Domainoid;eggNOG;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;SonicParanoid;orthoMCL
2475,MTOR,47396,FBgn0021796,mTor,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
2538,G6PC1,33476,FBgn0031463,G6P,12,13,True,False,moderate,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;SonicParanoid;orthoMCL
28227,PPP2R3B,42368,FBgn0038744,CG4733,8,13,True,True,high,True,Domainoid;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;SonicParanoid;orthoMCL
2997,GYS1,41823,FBgn0266064,Glys,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
2998,GYS2,41823,FBgn0266064,Glys,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
31,ACACA,35761,FBgn0033246,ACC,12,13,True,False,moderate,True,Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
3156,HMGCR,42803,FBgn0263782,Hmgcr,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
3172,HNF4A,44544,FBgn0004914,Hnf4,11,13,True,True,high,True,Domainoid;eggNOG;Inparanoid;OrthoFinder;OrthoInspector;Compara;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
3172,HNF4A,40783,FBgn0037436,Hr83,2,13,False,True,moderate,True,Compara;OrthoDB
32,ACACB,35761,FBgn0033246,ACC,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
3480,IGF1R,42549,FBgn0283499,InR,13,13,True,True,high,True,Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Compara;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
3480,IGF1R,41809,FBgn0038279,Sdr,5,13,False,True,moderate,True,Domainoid;eggNOG;Compara;Phylome;orthoMCL
3480,IGF1R,35181,FBgn0032752,CG10702,4,13,False,True,moderate,True,eggNOG;OrthoFinder;Phylome;orthoMCL
3630,INS,39149,FBgn0044051,Ilp1,2,13,True,False,moderate,True,eggNOG;OrthoFinder
3630,INS,39151,FBgn0044050,Ilp3,2,13,True,False,moderate,True,eggNOG;OrthoFinder
3630,INS,2768992,FBgn0044048,Ilp5,2,13,True,False,moderate,True,eggNOG;OrthoFinder
3643,INSR,42549,FBgn0283499,InR,11,13,True,False,moderate,True,Domainoid;eggNOG;Inparanoid;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
3643,INSR,35181,FBgn0032752,CG10702,4,13,False,True,moderate,True,eggNOG;OrthoFinder;Phylome;orthoMCL
3643,INSR,41809,FBgn0038279,Sdr,4,13,False,False,moderate,True,Domainoid;eggNOG;Phylome;orthoMCL
3667,IRS1,64880,FBgn0024248,chico,9,13,True,True,high,True,Compara;Domainoid;eggNOG;OrthoDB;OrthoFinder;OrthoInspector;Panther;SonicParanoid;orthoMCL
3991,LIPE,37289,FBgn0034491,Hsl,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
4218,RAB8A,40168,FBgn0262518,Rab8,12,13,True,False,moderate,True,Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
4218,RAB8A,33025,FBgn0015789,Rab10,6,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;Hieranoid;orthoMCL;SonicParanoid
4218,RAB8A,318149,FBgn0067052,Rab9D,3,13,False,True,moderate,True,eggNOG;orthoMCL;Panther
4218,RAB8A,318148,FBgn0052673,Rab9E,3,13,False,True,moderate,True,eggNOG;orthoMCL;Panther
4218,RAB8A,31993,FBgn0030221,Rab9Db,3,13,False,True,moderate,True,eggNOG;orthoMCL;Panther
4218,RAB8A,32029,FBgn0052670,Rab9Fb,3,13,False,True,moderate,True,eggNOG;orthoMCL;Panther
5105,PCK1,37131,FBgn0003067,Pepck1,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
5105,PCK1,37130,FBgn0034356,Pepck2,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
5106,PCK2,37131,FBgn0003067,Pepck1,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
5106,PCK2,37130,FBgn0034356,Pepck2,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
51094,ADIPOR1,42656,FBgn0038984,AdipoR,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
51422,PRKAG2,42515,FBgn0264357,SNF4Agamma,9,13,True,True,high,True,Domainoid;eggNOG;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;SonicParanoid;orthoMCL
51552,RAB14,34840,FBgn0015791,Rab14,11,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoFinder;OrthoInspector;Panther;Phylome;SonicParanoid;orthoMCL
5170,PDPK1,38017,FBgn0020386,Pdk1,12,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
51719,CAB39,39858,FBgn0017572,Mo25,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
5207,PFKFB1,32938,FBgn0027621,Pfrx,12,13,True,False,moderate,True,Compara;Domainoid;eggNOG;Inparanoid;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
5208,PFKFB2,32938,FBgn0027621,Pfrx,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
5209,PFKFB3,32938,FBgn0027621,Pfrx,12,13,True,False,moderate,True,Compara;Domainoid;eggNOG;Inparanoid;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
5210,PFKFB4,32938,FBgn0027621,Pfrx,12,13,True,False,moderate,True,Compara;Domainoid;eggNOG;Inparanoid;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
5211,PFKL,36060,FBgn0003071,Pfk,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
5213,PFKM,36060,FBgn0003071,Pfk,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
5214,PFKP,36060,FBgn0003071,Pfk,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
5290,PIK3CA,42446,FBgn0015279,Pi3K92E,6,13,True,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;OrthoInspector;orthoMCL;SonicParanoid
5291,PIK3CB,42446,FBgn0015279,Pi3K92E,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
5293,PIK3CD,42446,FBgn0015279,Pi3K92E,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
5295,PIK3R1,33203,FBgn0020622,Pi3K21B,10,13,True,False,moderate,True,Domainoid;eggNOG;Inparanoid;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;SonicParanoid;orthoMCL
5296,PIK3R2,33203,FBgn0020622,Pi3K21B,11,13,True,False,moderate,True,Compara;Domainoid;eggNOG;Inparanoid;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;SonicParanoid;orthoMCL
53632,PRKAG3,42515,FBgn0264357,SNF4Agamma,9,13,True,True,high,True,Domainoid;eggNOG;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;orthoMCL;SonicParanoid
5468,PPARG,39999,FBgn0000568,Eip75B,4,13,True,False,moderate,True,OrthoDB;OrthoInspector;Panther;orthoMCL
5515,PPP2CA,45959,FBgn0004177,mts,13,13,True,True,high,True,Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Compara;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
5515,PPP2CA,31582,FBgn0003139,PpV,4,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;orthoMCL
5515,PPP2CA,44289,FBgn0000711,flw,4,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;orthoMCL
5515,PPP2CA,3355173,FBgn0046698,Pp1-Y2,4,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;orthoMCL
5515,PPP2CA,48531,FBgn0003132,Pp1-13C,4,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;orthoMCL
5515,PPP2CA,45031,FBgn0023177,Pp4-19C,4,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;orthoMCL
5515,PPP2CA,49260,FBgn0004103,Pp1-87B,4,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;orthoMCL
5515,PPP2CA,42922,FBgn0003134,Pp1alpha-96A,4,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;orthoMCL
5516,PPP2CB,45959,FBgn0004177,mts,12,13,True,False,moderate,True,Domainoid;eggNOG;Inparanoid;OMA;OrthoFinder;OrthoInspector;Compara;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
5518,PPP2R1A,2768940,FBgn0260439,Pp2A-29B,12,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;SonicParanoid;orthoMCL
5519,PPP2R1B,2768940,FBgn0260439,Pp2A-29B,12,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;SonicParanoid;orthoMCL
5520,PPP2R2A,47877,FBgn0004889,tws,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
5521,PPP2R2B,47877,FBgn0004889,tws,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
5522,PPP2R2C,47877,FBgn0004889,tws,11,13,True,False,moderate,True,Compara;Domainoid;Inparanoid;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
5523,PPP2R3A,42368,FBgn0038744,CG4733,8,13,True,True,high,True,Domainoid;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;orthoMCL;SonicParanoid
5525,PPP2R5A,43312,FBgn0027492,wdb,12,13,True,False,moderate,True,Compara;Domainoid;eggNOG;Inparanoid;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
5525,PPP2R5A,42169,FBgn0042693,wrd,5,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;orthoMCL;SonicParanoid
5526,PPP2R5B,43312,FBgn0027492,wdb,8,13,True,False,moderate,True,Compara;eggNOG;OrthoDB;OrthoFinder;Panther;Phylome;orthoMCL;SonicParanoid
5526,PPP2R5B,42169,FBgn0042693,wrd,5,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;orthoMCL;SonicParanoid
5527,PPP2R5C,42169,FBgn0042693,wrd,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
5527,PPP2R5C,43312,FBgn0027492,wdb,5,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;orthoMCL;SonicParanoid
5527,PPP2R5C,32659,FBgn0052568,CG32568,4,13,False,True,moderate,True,eggNOG;Compara;Panther;orthoMCL
5528,PPP2R5D,42169,FBgn0042693,wrd,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
5528,PPP2R5D,43312,FBgn0027492,wdb,5,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;orthoMCL;SonicParanoid
5528,PPP2R5D,32659,FBgn0052568,CG32568,4,13,False,True,moderate,True,eggNOG;Compara;Panther;orthoMCL
5529,PPP2R5E,43312,FBgn0027492,wdb,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
5529,PPP2R5E,42169,FBgn0042693,wrd,5,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;orthoMCL;SonicParanoid
55437,STRADB,3355135,FBgn0046692,Stlk,12,13,True,True,high,True,Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Compara;Hieranoid;Phylome;SonicParanoid;orthoMCL
5562,PRKAA1,43904,FBgn0023169,AMPKalpha,12,13,True,False,moderate,True,Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
5563,PRKAA2,43904,FBgn0023169,AMPKalpha,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
5564,PRKAB1,35931,FBgn0260972,alc,12,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
5565,PRKAB2,35931,FBgn0260972,alc,11,13,True,False,moderate,True,Domainoid;eggNOG;Inparanoid;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
5571,PRKAG1,42515,FBgn0264357,SNF4Agamma,9,13,True,True,high,True,Domainoid;eggNOG;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;orthoMCL;SonicParanoid
55844,PPP2R2D,47877,FBgn0004889,tws,11,13,True,False,moderate,True,Compara;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Inparanoid;Panther;Phylome;SonicParanoid;orthoMCL
57521,RPTOR,31543,FBgn0029840,raptor,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
57818,G6PC2,33476,FBgn0031463,G6P,12,13,True,False,moderate,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Panther;Phylome;SonicParanoid;orthoMCL
5862,RAB2A,35577,FBgn0014009,Rab2,13,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
595,CCND1,32551,FBgn0010315,CycD,11,13,True,False,moderate,True,Compara;Domainoid;eggNOG;Inparanoid;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;SonicParanoid;orthoMCL
6009,RHEB,117332,FBgn0041191,Rheb,12,13,True,True,high,True,Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
6198,RPS6KB1,38654,FBgn0283472,S6k,12,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
6199,RPS6KB2,38654,FBgn0283472,S6k,12,13,True,True,high,True,Compara;Domainoid;eggNOG;Inparanoid;OMA;OrthoFinder;OrthoInspector;Hieranoid;Panther;Phylome;SonicParanoid;orthoMCL
6319,SCD,41536,FBgn0043043,Desat2,11,13,True,False,moderate,True,Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;SonicParanoid;orthoMCL
6319,SCD,117369,FBgn0086687,Desat1,11,13,True,False,moderate,True,Domainoid;eggNOG;Inparanoid;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;SonicParanoid;orthoMCL
6319,SCD,43591,FBgn0039754,CG9747,9,13,False,True,moderate,True,eggNOG;OrthoDB;OrthoFinder;Compara;Hieranoid;Panther;Phylome;orthoMCL;SonicParanoid
6319,SCD,44006,FBgn0029172,Fad2,9,13,False,False,moderate,True,eggNOG;Inparanoid;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;SonicParanoid;orthoMCL
6319,SCD,41629,FBgn0038130,CG8630,9,13,False,False,moderate,True,eggNOG;OMA;OrthoDB;OrthoFinder;OrthoInspector;Hieranoid;Panther;orthoMCL;SonicParanoid
6319,SCD,43593,FBgn0039756,CG9743,8,13,False,False,moderate,True,eggNOG;OrthoDB;OrthoFinder;Compara;Hieranoid;Panther;orthoMCL;SonicParanoid
