"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","sex","direction"
"BP","GO:0007617","mating behavior","17/381","97/7230",0.175257731958763,3.32575696079227,5.43878763687962,1.01212026822666e-05,0.000461330948065895,0.000452275135139657,"lectin-46Ca/Mst57Dc/Acp29AB/lectin-46Cb/Sems/Mst57Db/aqrs/Acp62F/Mst57Da/CG9997/SP/Acp53Ea/intr/Acp26Aa/EbpIII/Acp33A/eloF",17,"male","down"
"BP","GO:0019098","reproductive behavior","17/381","103/7230",0.16504854368932,3.13202354560049,5.13978848053643,2.29996400260837e-05,0.00101557785490176,0.000995642311655465,"lectin-46Ca/Mst57Dc/Acp29AB/lectin-46Cb/Sems/Mst57Db/aqrs/Acp62F/Mst57Da/CG9997/SP/Acp53Ea/intr/Acp26Aa/EbpIII/Acp33A/eloF",17,"male","down"
"BP","GO:0000038","very long-chain fatty acid metabolic process","8/381","26/7230",0.307692307692308,5.83888552392489,5.82952523886363,3.73108398084117e-05,0.00159758232270563,0.00156622217505167,"CG30008/CG9458/CG18609/CG8534/Baldspot/Hacd1/Sc2/eloF",8,"male","down"
"BP","GO:0006520","amino acid metabolic process","18/381","119/7230",0.151260504201681,2.87037649705552,4.85204918944597,4.47239136816507e-05,0.00185867323624037,0.00182218793823691,"PH4alphaNE2/ry/PH4alphaSG1/CG32199/CG18233/CG10184/CG32201/CG15864/CG18234/CG31021/Agxt/aay/CG11828/PH4alphaNE3/hgo/e/CG18231/yellow-f2",18,"male","down"
"BP","GO:0030497","fatty acid elongation","7/381","21/7230",0.333333333333333,6.3254593175853,5.76391042632499,6.52419742580023e-05,0.00263391170361592,0.00258220866536936,"CG30008/CG9458/CG18609/CG8534/Baldspot/Hacd1/eloF",7,"male","down"
"BP","GO:0001676","long-chain fatty acid metabolic process","7/381","22/7230",0.318181818181818,6.03793843951324,5.58142155062387,9.13938973855798e-05,0.00358721047238401,0.00351679441401822,"Baldspot/Acsx3/Acsx1R/Fatp1/CG9993/Acsx4/CG5568",7,"male","down"
"BP","GO:0035337","fatty-acyl-CoA metabolic process","7/381","23/7230",0.304347826086957,5.77541937692571,5.40986205656702,0.0001254870000006,0.00479224678380671,0.00469817615933969,"FarO/CG17560/Acsx3/Acsx1R/CG9993/Acsx4/CG5568",7,"male","down"
"BP","GO:1901568","fatty acid derivative metabolic process","7/381","24/7230",0.291666666666667,5.53477690288714,5.2481040278711,0.00016921930204252,0.00629228615226528,0.00616877012432012,"FarO/CG17560/Acsx3/Acsx1R/CG9993/Acsx4/CG5568",7,"male","down"
"BP","GO:0019367","fatty acid elongation, saturated fatty acid","6/381","19/7230",0.31578947368421,5.99254040613344,5.13911881105072,0.000310703635037151,0.0104529580073213,0.0102477690152604,"CG30008/CG9458/CG18609/CG8534/Baldspot/eloF",6,"male","down"
"BP","GO:0019368","fatty acid elongation, unsaturated fatty acid","6/381","19/7230",0.31578947368421,5.99254040613344,5.13911881105072,0.000310703635037151,0.0104529580073213,0.0102477690152604,"CG30008/CG9458/CG18609/CG8534/Baldspot/eloF",6,"male","down"
"BP","GO:0034625","fatty acid elongation, monounsaturated fatty acid","6/381","19/7230",0.31578947368421,5.99254040613344,5.13911881105072,0.000310703635037151,0.0104529580073213,0.0102477690152604,"CG30008/CG9458/CG18609/CG8534/Baldspot/eloF",6,"male","down"
"BP","GO:0034626","fatty acid elongation, polyunsaturated fatty acid","6/381","19/7230",0.31578947368421,5.99254040613344,5.13911881105072,0.000310703635037151,0.0104529580073213,0.0102477690152604,"CG30008/CG9458/CG18609/CG8534/Baldspot/eloF",6,"male","down"
"BP","GO:0008643","carbohydrate transport","7/381","27/7230",0.259259259259259,4.91980169145523,4.81257252981276,0.000378468662752845,0.0124366562899946,0.0121925277890512,"CG33281/CG15406/sut1/CG15408/CG6484/CG33282/CG8249",7,"male","down"
"BP","GO:0046949","fatty-acyl-CoA biosynthetic process","5/381","14/7230",0.357142857142857,6.77727784026997,5.10301713679582,0.000533474965817942,0.0171318210613807,0.0167955276319716,"Acsx3/Acsx1R/CG9993/Acsx4/CG5568",5,"male","down"
"BP","GO:0044255","cellular lipid metabolic process","28/381","279/7230",0.100358422939068,1.90443936443428,3.63367374247806,0.000717736375834494,0.0225369222012031,0.0220945279672092,"CG30008/CG15531/CG9458/CG18609/CG8630/ry/CG8534/Baldspot/alpha4GT2/Acsf2/Hacd1/Had2/CG6432/Acsx3/Acsx1R/Inos/SP/FASN2/Sc2/Fatp1/CG9993/CG11426/Rdh1/CG17026/Acsx4/Mip/eloF/CG5568",28,"male","down"
"BP","GO:0072376","protein activation cascade","5/381","15/7230",0.333333333333333,6.3254593175853,4.86936747199002,0.000765892478007274,0.0230256610941336,0.0225736730360039,"PGRP-SC2/CtsK1/SPE/psh/nec",5,"male","down"
"BP","GO:0160032","Toll receptor ligand protein activation cascade","5/381","15/7230",0.333333333333333,6.3254593175853,4.86936747199002,0.000765892478007274,0.0230256610941336,0.0225736730360039,"PGRP-SC2/CtsK1/SPE/psh/nec",5,"male","down"
"BP","GO:0030148","sphingolipid biosynthetic process","8/381","40/7230",0.2,3.79527559055118,4.18098105512233,0.000959776779533256,0.0282534289475102,0.0276988210935475,"CG30008/CG9458/CG18609/CG8534/Baldspot/alpha4GT2/Hacd1/eloF",8,"male","down"
"BP","GO:0018193","peptidyl-amino acid modification","19/381","165/7230",0.115151515151515,2.18515867334765,3.63203818086976,0.00103282475876627,0.0297832935538111,0.0291986548342947,"PH4alphaNE2/PH4alphaSG1/CG32199/CG18233/CG32201/CG15864/S6k/CG18234/CG31373/sev/CG31021/CG11828/Nmt/PH4alphaNE3/CG8314/CG18231/Loxl2/Atg1/CG5071",19,"male","down"
"BP","GO:0018991","egg-laying behavior","4/381","10/7230",0.4,7.59055118110236,4.91859603503537,0.00123668912918562,0.0349488347907855,0.0342627977685952,"Mst57Dc/Mst57Db/Mst57Da/SP",4,"male","down"
"BP","GO:1901570","fatty acid derivative biosynthetic process","5/381","17/7230",0.294117647058824,5.5812876331635,4.46007406977015,0.00144598687284332,0.0400623421828943,0.0392759282695936,"Acsx3/Acsx1R/CG9993/Acsx4/CG5568",5,"male","down"
"BP","GO:0035384","thioester biosynthetic process","5/381","18/7230",0.277777777777778,5.27121609798775,4.27905585404216,0.00191660711420179,0.0510974689125874,0.0500944381785413,"Acsx3/Acsx1R/CG9993/Acsx4/CG5568",5,"male","down"
"BP","GO:0071616","acyl-CoA biosynthetic process","5/381","18/7230",0.277777777777778,5.27121609798775,4.27905585404216,0.00191660711420179,0.0510974689125874,0.0500944381785413,"Acsx3/Acsx1R/CG9993/Acsx4/CG5568",5,"male","down"
"BP","GO:0006637","acyl-CoA metabolic process","7/381","35/7230",0.2,3.79527559055118,3.90959051372498,0.0019903386603634,0.0511336095835179,0.0501298694169997,"FarO/CG17560/Acsx3/Acsx1R/CG9993/Acsx4/CG5568",7,"male","down"
"BP","GO:0035383","thioester metabolic process","7/381","35/7230",0.2,3.79527559055118,3.90959051372498,0.0019903386603634,0.0511336095835179,0.0501298694169997,"FarO/CG17560/Acsx3/Acsx1R/CG9993/Acsx4/CG5568",7,"male","down"
"BP","GO:0043455","regulation of secondary metabolic process","4/381","12/7230",0.333333333333333,6.3254593175853,4.35438948552331,0.0026794467562541,0.0676081833319116,0.0662810513389173,"psh/SP/e/Mip",4,"male","down"
"BP","GO:0006790","sulfur compound metabolic process","13/381","106/7230",0.122641509433962,2.32729163571535,3.24672385470639,0.00361183721713541,0.0895355436458303,0.0877779829686093,"FarO/CG17560/GstE9/CG4752/Acsx3/GstE7/Acsx1R/GstE3/CG9993/GstD5/Acsx4/Papst2/CG5568",13,"male","down"
"BP","GO:0006665","sphingolipid metabolic process","8/381","51/7230",0.156862745098039,2.9766867376872,3.34101924230139,0.00479284349566147,0.114658440095253,0.112407723146238,"CG30008/CG9458/CG18609/CG8534/Baldspot/alpha4GT2/Hacd1/eloF",8,"male","down"
"BP","GO:0033866","nucleoside bisphosphate biosynthetic process","5/381","22/7230",0.227272727272727,4.31281317108089,3.67019308557648,0.00494986896377241,0.114658440095253,0.112407723146238,"Acsx3/Acsx1R/CG9993/Acsx4/CG5568",5,"male","down"
"BP","GO:0034030","ribonucleoside bisphosphate biosynthetic process","5/381","22/7230",0.227272727272727,4.31281317108089,3.67019308557648,0.00494986896377241,0.114658440095253,0.112407723146238,"Acsx3/Acsx1R/CG9993/Acsx4/CG5568",5,"male","down"
"BP","GO:0034033","purine nucleoside bisphosphate biosynthetic process","5/381","22/7230",0.227272727272727,4.31281317108089,3.67019308557648,0.00494986896377241,0.114658440095253,0.112407723146238,"Acsx3/Acsx1R/CG9993/Acsx4/CG5568",5,"male","down"
"BP","GO:0033865","nucleoside bisphosphate metabolic process","7/381","42/7230",0.166666666666667,3.16272965879265,3.31520862879491,0.0058160810398913,0.12840816420885,0.125887543560805,"FarO/CG17560/Acsx3/Acsx1R/CG9993/Acsx4/CG5568",7,"male","down"
"BP","GO:0033875","ribonucleoside bisphosphate metabolic process","7/381","42/7230",0.166666666666667,3.16272965879265,3.31520862879491,0.0058160810398913,0.12840816420885,0.125887543560805,"FarO/CG17560/Acsx3/Acsx1R/CG9993/Acsx4/CG5568",7,"male","down"
"BP","GO:0034032","purine nucleoside bisphosphate metabolic process","7/381","42/7230",0.166666666666667,3.16272965879265,3.31520862879491,0.0058160810398913,0.12840816420885,0.125887543560805,"FarO/CG17560/Acsx3/Acsx1R/CG9993/Acsx4/CG5568",7,"male","down"
"BP","GO:0009072","aromatic amino acid metabolic process","4/381","15/7230",0.266666666666667,5.06036745406824,3.71262271028515,0.00651524152260401,0.141631327252915,0.13885113916999,"ry/hgo/e/yellow-f2",4,"male","down"
"BP","GO:0099174","regulation of presynapse organization","4/381","16/7230",0.25,4.74409448818898,3.53595508461355,0.00833155239194807,0.175708709400338,0.172259590696051,"S6k/Sod1/CG6048/Atg1",4,"male","down"
"BP","GO:2000331","regulation of terminal button organization","4/381","16/7230",0.25,4.74409448818898,3.53595508461355,0.00833155239194807,0.175708709400338,0.172259590696051,"S6k/Sod1/CG6048/Atg1",4,"male","down"
"BP","GO:0050829","defense response to Gram-negative bacterium","10/381","80/7230",0.125,2.37204724409449,2.91037569930274,0.00890442927200544,0.185028802372701,0.181396732538067,"LysD/CG42564/LysP/PGRP-SC2/Cyp6a20/LysE/Drs/SPE/CG8492/CG30062",10,"male","down"
"BP","GO:0042445","hormone metabolic process","7/381","46/7230",0.152173913043478,2.88770968846286,3.02913741936325,0.00963631200445915,0.197334911047837,0.193461275329798,"eIF4EHP/SP/CG9519/CG12539/CG9522/Mip/eloF",7,"male","down"
"BP","GO:0009165","nucleotide biosynthetic process","9/381","72/7230",0.125,2.37204724409449,2.75948148269736,0.0127860468053441,0.25649639493167,0.25146143385114,"Acsx3/Acsx1R/CG9993/Acsx4/r-l/RnrS/ATP8/CG5568/RnrL",9,"male","down"
"BP","GO:1902742","apoptotic process involved in development","4/381","18/7230",0.222222222222222,4.2169728783902,3.22287758609443,0.0128883538854555,0.25649639493167,0.25146143385114,"Drice/CG18635/Debcl/Atg1",4,"male","down"
"BP","GO:0009069","serine family amino acid metabolic process","3/381","10/7230",0.3,5.69291338582677,3.50236945863928,0.013201572004117,0.259080850580797,0.253995157272193,"CG10184/Agxt/aay",3,"male","down"
"BP","GO:1901293","nucleoside phosphate biosynthetic process","9/381","73/7230",0.123287671232877,2.33955344623018,2.71296371070353,0.0139295585659999,0.268248915569851,0.262983255402781,"Acsx3/Acsx1R/CG9993/Acsx4/r-l/RnrS/ATP8/CG5568/RnrL",9,"male","down"
"BP","GO:0043068","positive regulation of programmed cell death","8/381","61/7230",0.131147540983607,2.48870530527946,2.75379990414206,0.0140484216222003,0.268248915569851,0.262983255402781,"Erasp/CtsK1/Drice/Uev1A/Debcl/Decay/Buffy/Atg1",8,"male","down"
"BP","GO:0046467","membrane lipid biosynthetic process","8/381","63/7230",0.126984126984127,2.40969878765154,2.65042741972145,0.0168728825782961,0.317885107775099,0.311645101375967,"CG30008/CG9458/CG18609/CG8534/Baldspot/alpha4GT2/Hacd1/eloF",8,"male","down"
"BP","GO:0019732","antifungal humoral response","3/381","11/7230",0.272727272727273,5.17537580529707,3.26844671479851,0.0174534969676012,0.320283002795071,0.313995926307083,"Drs/SPE/psh",3,"male","down"
"BP","GO:0032350","regulation of hormone metabolic process","3/381","11/7230",0.272727272727273,5.17537580529707,3.26844671479851,0.0174534969676012,0.320283002795071,0.313995926307083,"eIF4EHP/SP/Mip",3,"male","down"
"BP","GO:0019748","secondary metabolic process","8/381","64/7230",0.125,2.37204724409449,2.60021145975162,0.0184289107126385,0.333846805602029,0.327293475004485,"psh/SP/st/PPO1/e/yellow-f2/Mip/eloF",8,"male","down"
"BP","GO:0044272","sulfur compound biosynthetic process","6/381","42/7230",0.142857142857143,2.71091113610799,2.62262430187087,0.0216194444309884,0.386687025075779,0.379096453979756,"Acsx3/Acsx1R/CG9993/Acsx4/Papst2/CG5568",6,"male","down"
"BP","GO:0006721","terpenoid metabolic process","3/381","12/7230",0.25,4.74409448818898,3.06137831498226,0.0223781803713835,0.390374924256357,0.382711960607417,"SP/Rdh1/Mip",3,"male","down"
"BP","GO:0072348","sulfur compound transport","3/381","12/7230",0.25,4.74409448818898,3.06137831498226,0.0223781803713835,0.390374924256357,0.382711960607417,"Dic1/CG1907/Papst2",3,"male","down"
"BP","GO:0000479","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","3/381","13/7230",0.230769230769231,4.37916414294367,2.87601156938261,0.0279783191048617,0.482114206038653,0.472650422875456,"CG5645/CG11123/CG32409",3,"male","down"
"BP","GO:0055086","nucleobase-containing small molecule metabolic process","16/381","183/7230",0.087431693989071,1.65913687018631,2.13003643228547,0.031529173516199,0.532614568411763,0.522159475568876,"FarO/ry/CG17560/su(r)/Hex-C/Acsx3/Acsx1R/CG9993/CG11883/Acsx4/r-l/RnrS/Gmd/ATP8/CG5568/RnrL",16,"male","down"
"BP","GO:0010817","regulation of hormone levels","7/381","58/7230",0.120689655172414,2.29025251153951,2.32678677431603,0.0316628618164105,0.532614568411763,0.522159475568876,"eIF4EHP/SP/CG9519/CG12539/CG9522/Mip/eloF",7,"male","down"
"BP","GO:0042742","defense response to bacterium","15/381","169/7230",0.0887573964497041,1.68429390113218,2.1229557058058,0.0326279767718748,0.542392131513637,0.531745107514393,"LysD/CG42564/LysP/PGRP-SC2/Cyp6a20/LysE/Drice/Drs/SPE/CG8492/psh/Uev1A/PPO1/CG30062/Def",15,"male","down"
"BP","GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","3/381","14/7230",0.214285714285714,4.06636670416198,2.70849390866538,0.0342500201941754,0.548403819005566,0.537638787060994,"CG5645/CG11123/CG32409",3,"male","down"
"BP","GO:0009112","nucleobase metabolic process","3/381","14/7230",0.214285714285714,4.06636670416198,2.70849390866538,0.0342500201941754,0.548403819005566,0.537638787060994,"ry/su(r)/r-l",3,"male","down"
"BP","GO:0009117","nucleotide metabolic process","13/381","141/7230",0.0921985815602837,1.74959513039593,2.1199803809601,0.0344395186796158,0.548403819005566,0.537638787060994,"FarO/CG17560/Hex-C/Acsx3/Acsx1R/CG9993/CG11883/Acsx4/r-l/RnrS/ATP8/CG5568/RnrL",13,"male","down"
"BP","GO:0045861","negative regulation of proteolysis","4/381","24/7230",0.166666666666667,3.16272965879265,2.50293023815123,0.0349301795544947,0.548403819005566,0.537638787060994,"Acp62F/Spn28F/Spn28Da/nec",4,"male","down"
