"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","sex","direction"
"BP","GO:0045088","regulation of innate immune response","5/88","99/5982",0.0505050505050505,3.4331955922865,2.98276037983373,0.0148915526722388,0.273682589651957,0.260549214606739,"LysE/DptA/Sting/Uev1A/PGRP-SC2",5,"female","down"
"BP","GO:0002684","positive regulation of immune system process","5/88","104/5982",0.0480769230769231,3.26813811188811,2.85098246688555,0.0180892801494796,0.323702907938056,0.308169177061772,"DptA/Sting/Uev1A/PGRP-SC2/CG13559",5,"female","down"
"BP","GO:0045089","positive regulation of innate immune response","4/88","74/5982",0.0540540540540541,3.67444717444717,2.82847804617316,0.0230475792509361,0.401855227965039,0.382571153558048,"DptA/Sting/Uev1A/PGRP-SC2",4,"female","down"
"BP","GO:0006979","response to oxidative stress","4/88","77/5982",0.051948051948052,3.53128689492326,2.73149213167613,0.0262274618195112,0.442700005885086,0.421455887955616,"TotZ/TotA/TotX/TotC",4,"female","down"
"BP","GO:0002682","regulation of immune system process","6/88","156/5982",0.0384615384615385,2.61451048951049,2.49655478948576,0.0267799680283744,0.442700005885086,0.421455887955616,"LysE/DptA/Sting/Uev1A/PGRP-SC2/CG13559",6,"female","down"
"BP","GO:0009611","response to wounding","4/88","78/5982",0.0512820512820513,3.48601398601399,2.70023067163687,0.0273432356576083,0.442700005885086,0.421455887955616,"AttD/Drs/PPO1/Mtk",4,"female","down"
"BP","GO:0001676","long-chain fatty acid metabolic process","2/88","19/5982",0.105263157894737,7.1555023923445,3.28345502372072,0.03110861118335,0.463161904544438,0.440935868877445,"Acsx1R/Fatp1",2,"female","down"
"BP","GO:0010324","membrane invagination","2/88","19/5982",0.105263157894737,7.1555023923445,3.28345502372072,0.03110861118335,0.463161904544438,0.440935868877445,"sau/NimC4",2,"female","down"
"BP","GO:0099024","plasma membrane invagination","2/88","19/5982",0.105263157894737,7.1555023923445,3.28345502372072,0.03110861118335,0.463161904544438,0.440935868877445,"sau/NimC4",2,"female","down"
"BP","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","3/88","47/5982",0.0638297872340425,4.3389748549323,2.80785636183008,0.0313315406015355,0.463161904544438,0.440935868877445,"Sting/Drs/PGRP-SC2",3,"female","down"
"BP","GO:0035337","fatty-acyl-CoA metabolic process","2/88","20/5982",0.1,6.79772727272727,3.17321841271886,0.0342399778264663,0.495223064834403,0.471458490515724,"CG17560/Acsx1R",2,"female","down"
"BP","GO:1901568","fatty acid derivative metabolic process","2/88","21/5982",0.0952380952380952,6.47402597402597,3.07029504533193,0.0374886069327272,0.495223064834403,0.471458490515724,"CG17560/Acsx1R",2,"female","down"
"BP","GO:0050776","regulation of immune response","5/88","127/5982",0.0393700787401575,2.67627057981389,2.33295147204919,0.0385482708953766,0.495223064834403,0.471458490515724,"LysE/DptA/Sting/Uev1A/PGRP-SC2",5,"female","down"
"BP","GO:0002221","pattern recognition receptor signaling pathway","3/88","51/5982",0.0588235294117647,3.99866310160428,2.62767696107402,0.0385982682885638,0.495223064834403,0.471458490515724,"Sting/Uev1A/PGRP-SC2",3,"female","down"
"BP","GO:0002757","immune response-activating signaling pathway","3/88","51/5982",0.0588235294117647,3.99866310160428,2.62767696107402,0.0385982682885638,0.495223064834403,0.471458490515724,"Sting/Uev1A/PGRP-SC2",3,"female","down"
"BP","GO:0002758","innate immune response-activating signaling pathway","3/88","51/5982",0.0588235294117647,3.99866310160428,2.62767696107402,0.0385982682885638,0.495223064834403,0.471458490515724,"Sting/Uev1A/PGRP-SC2",3,"female","down"
"BP","GO:0002764","immune response-regulating signaling pathway","3/88","51/5982",0.0588235294117647,3.99866310160428,2.62767696107402,0.0385982682885638,0.495223064834403,0.471458490515724,"Sting/Uev1A/PGRP-SC2",3,"female","down"
"BP","GO:0043604","amide biosynthetic process","9/88","316/5982",0.0284810126582278,1.93606156501726,2.08897306891063,0.0416698999312263,0.510318910940851,0.485829922954525,"Paip2/Sting/mRpS33/Acsx1R/PGRP-SC2/mRpL51/mRpS18C/mRpS18A/mRpS17",9,"female","down"
"BP","GO:0002218","activation of innate immune response","3/88","53/5982",0.0566037735849057,3.84777015437393,2.54434099422324,0.0425264608577659,0.510318910940851,0.485829922954525,"Sting/Uev1A/PGRP-SC2",3,"female","down"
"BP","GO:0002831","regulation of response to biotic stimulus","5/88","131/5982",0.0381679389312977,2.59455239417071,2.25466780908286,0.0431362329848406,0.510318910940851,0.485829922954525,"LysE/DptA/Sting/Uev1A/PGRP-SC2",5,"female","down"
"BP","GO:0032787","monocarboxylic acid metabolic process","5/88","131/5982",0.0381679389312977,2.59455239417071,2.25466780908286,0.0431362329848406,0.510318910940851,0.485829922954525,"CG30008/Acsx1R/Acbp5/CG7900/Fatp1",5,"female","down"
"BP","GO:0080134","regulation of response to stress","6/88","176/5982",0.0340909090909091,2.31740702479339,2.16750927517121,0.0443575941380171,0.510318910940851,0.485829922954525,"LysE/DptA/Sting/Uev1A/PGRP-SC2/Erasp",6,"female","down"
"BP","GO:0002253","activation of immune response","3/88","54/5982",0.0555555555555556,3.77651515151515,2.50418264694169,0.0445632471479483,0.510318910940851,0.485829922954525,"Sting/Uev1A/PGRP-SC2",3,"female","down"
"BP","GO:0006633","fatty acid biosynthetic process","3/88","55/5982",0.0545454545454545,3.70785123966942,2.46497122925236,0.0466480431741438,0.510318910940851,0.485829922954525,"CG30008/Acsx1R/Fatp1",3,"female","down"
"BP","GO:0031347","regulation of defense response","5/88","134/5982",0.0373134328358209,2.53646540027137,2.19783291701059,0.0467853494175345,0.510318910940851,0.485829922954525,"LysE/DptA/Sting/Uev1A/PGRP-SC2",5,"female","down"
"BP","GO:0002777","antimicrobial peptide biosynthetic process","2/88","24/5982",0.0833333333333333,5.66477272727273,2.79775082351279,0.0478980956800343,0.510318910940851,0.485829922954525,"Sting/PGRP-SC2",2,"female","down"
"BP","GO:0002805","regulation of antimicrobial peptide biosynthetic process","2/88","24/5982",0.0833333333333333,5.66477272727273,2.79775082351279,0.0478980956800343,0.510318910940851,0.485829922954525,"Sting/PGRP-SC2",2,"female","down"
"BP","GO:0050657","nucleic acid transport","3/88","56/5982",0.0535714285714286,3.64163961038961,2.42666557658852,0.0487804841340519,0.510318910940851,0.485829922954525,"Vha16-1/Arc1/Rae1",3,"female","down"
"BP","GO:0050658","RNA transport","3/88","56/5982",0.0535714285714286,3.64163961038961,2.42666557658852,0.0487804841340519,0.510318910940851,0.485829922954525,"Vha16-1/Arc1/Rae1",3,"female","down"
"BP","GO:0050778","positive regulation of immune response","4/88","96/5982",0.0416666666666667,2.83238636363636,2.21139187869548,0.0523040973489257,0.531867401016506,0.506344352360915,"DptA/Sting/Uev1A/PGRP-SC2",4,"female","down"
"BP","GO:0051236","establishment of RNA localization","3/88","58/5982",0.0517241379310345,3.516065830721,2.35261923370603,0.0531867401016506,0.531867401016506,0.506344352360915,"Vha16-1/Arc1/Rae1",3,"female","down"
"BP","GO:0072330","monocarboxylic acid biosynthetic process","3/88","58/5982",0.0517241379310345,3.516065830721,2.35261923370603,0.0531867401016506,0.531867401016506,0.506344352360915,"CG30008/Acsx1R/Fatp1",3,"female","down"
"BP","GO:0002833","positive regulation of response to biotic stimulus","4/88","98/5982",0.0408163265306122,2.77458256029685,2.16419349096854,0.0556510790118504,0.54844541634867,0.522126828257635,"DptA/Sting/Uev1A/PGRP-SC2",4,"female","down"
"BP","GO:0031349","positive regulation of defense response","4/88","99/5982",0.0404040404040404,2.7465564738292,2.14103603828428,0.0573672695945709,0.557282047490118,0.530539410536258,"DptA/Sting/Uev1A/PGRP-SC2",4,"female","down"
"BP","GO:0009416","response to light stimulus","4/88","102/5982",0.0392156862745098,2.66577540106952,2.07324696752601,0.0626856385435906,0.600369495910445,0.571559195023101,"TotZ/TotA/TotC/ninaD",4,"female","down"
"BP","GO:0043043","peptide biosynthetic process","8/88","292/5982",0.0273972602739726,1.86239103362391,1.84613177166706,0.0643416573050806,0.607671207881316,0.578510515243049,"Paip2/Sting/mRpS33/PGRP-SC2/mRpL51/mRpS18C/mRpS18A/mRpS17",8,"female","down"
"BP","GO:0043603","amide metabolic process","10/88","399/5982",0.025062656641604,1.70369104579631,1.777697371501,0.0668590668726538,0.622796787306912,0.592910254169893,"Paip2/CG17560/Sting/mRpS33/Acsx1R/PGRP-SC2/mRpL51/mRpS18C/mRpS18A/mRpS17",10,"female","down"
"BP","GO:0006637","acyl-CoA metabolic process","2/88","30/5982",0.0666666666666667,4.53181818181818,2.36946706009621,0.071365318964912,0.647045558615203,0.615995384749767,"CG17560/Acsx1R",2,"female","down"
"BP","GO:0035383","thioester metabolic process","2/88","30/5982",0.0666666666666667,4.53181818181818,2.36946706009621,0.071365318964912,0.647045558615203,0.615995384749767,"CG17560/Acsx1R",2,"female","down"
"BP","GO:0015931","nucleobase-containing compound transport","3/88","66/5982",0.0454545454545455,3.08987603305785,2.08593889470201,0.0726316327934666,0.649861977625754,0.618676650526066,"Vha16-1/Arc1/Rae1",3,"female","down"
"BP","GO:0032103","positive regulation of response to external stimulus","4/88","109/5982",0.036697247706422,2.49457881567973,1.92408937905196,0.0760716142899584,0.671801269054178,0.639563127659937,"DptA/Sting/Uev1A/PGRP-SC2",4,"female","down"
"BP","GO:0033108","mitochondrial respiratory chain complex assembly","2/88","34/5982",0.0588235294117647,3.99866310160428,2.14242104537328,0.0886715589502969,0.773034103669255,0.735938039870885,"CG14757/CG34150",2,"female","down"
"BP","GO:0033865","nucleoside bisphosphate metabolic process","2/88","36/5982",0.0555555555555556,3.77651515151515,2.04155938508635,0.0977469862488354,0.802319759462655,0.763818346856862,"CG17560/Acsx1R",2,"female","down"
"BP","GO:0033875","ribonucleoside bisphosphate metabolic process","2/88","36/5982",0.0555555555555556,3.77651515151515,2.04155938508635,0.0977469862488354,0.802319759462655,0.763818346856862,"CG17560/Acsx1R",2,"female","down"
"BP","GO:0034032","purine nucleoside bisphosphate metabolic process","2/88","36/5982",0.0555555555555556,3.77651515151515,2.04155938508635,0.0977469862488354,0.802319759462655,0.763818346856862,"CG17560/Acsx1R",2,"female","down"
"BP","GO:0050777","negative regulation of immune response","2/88","36/5982",0.0555555555555556,3.77651515151515,2.04155938508635,0.0977469862488354,0.802319759462655,0.763818346856862,"LysE/PGRP-SC2",2,"female","down"
"BP","GO:0032101","regulation of response to external stimulus","5/88","170/5982",0.0294117647058824,1.99933155080214,1.61508144797072,0.104517826340733,0.802319759462655,0.763818346856862,"LysE/DptA/Sting/Uev1A/PGRP-SC2",5,"female","down"
"BP","GO:0007140","male meiotic nuclear division","2/88","39/5982",0.0512820512820513,3.48601398601399,1.90307619795649,0.111822779424473,0.802319759462655,0.763818346856862,"sau/Rae1",2,"female","down"
"BP","GO:0009628","response to abiotic stimulus","7/88","278/5982",0.0251798561151079,1.71165794637018,1.48466036328592,0.113661104222635,0.802319759462655,0.763818346856862,"TotZ/TotA/DptA/TotX/Hsp70Ab/TotC/ninaD",7,"female","down"
"BP","GO:0034249","negative regulation of amide metabolic process","2/88","41/5982",0.048780487804878,3.3159645232816,1.81809773653545,0.121483430217745,0.802319759462655,0.763818346856862,"Paip2/PGRP-SC2",2,"female","down"
"BP","GO:0009314","response to radiation","4/88","131/5982",0.0305343511450382,2.07564191533657,1.52093791930299,0.12647649036975,0.802319759462655,0.763818346856862,"TotZ/TotA/TotC/ninaD",4,"female","down"
"BP","GO:0016053","organic acid biosynthetic process","3/88","86/5982",0.0348837209302326,2.37130021141649,1.56504274152958,0.132459265006758,0.802319759462655,0.763818346856862,"CG30008/Acsx1R/Fatp1",3,"female","down"
"BP","GO:0046394","carboxylic acid biosynthetic process","3/88","86/5982",0.0348837209302326,2.37130021141649,1.56504274152958,0.132459265006758,0.802319759462655,0.763818346856862,"CG30008/Acsx1R/Fatp1",3,"female","down"
"BP","GO:0061057","peptidoglycan recognition protein signaling pathway","2/88","44/5982",0.0454545454545455,3.08987603305785,1.70000398181069,0.136338547638739,0.802319759462655,0.763818346856862,"Uev1A/PGRP-SC2",2,"female","down"
"BP","GO:0000387","spliceosomal snRNP assembly","1/88","10/5982",0.1,6.79772727272727,2.24192486704012,0.137838951096024,0.802319759462655,0.763818346856862,"SmF",1,"female","down"
"BP","GO:0000912","assembly of actomyosin apparatus involved in cytokinesis","1/88","10/5982",0.1,6.79772727272727,2.24192486704012,0.137838951096024,0.802319759462655,0.763818346856862,"sau",1,"female","down"
"BP","GO:0008348","negative regulation of antimicrobial humoral response","1/88","10/5982",0.1,6.79772727272727,2.24192486704012,0.137838951096024,0.802319759462655,0.763818346856862,"PGRP-SC2",1,"female","down"
"BP","GO:0008645","hexose transmembrane transport","1/88","10/5982",0.1,6.79772727272727,2.24192486704012,0.137838951096024,0.802319759462655,0.763818346856862,"Srg2",1,"female","down"
"BP","GO:0050919","negative chemotaxis","1/88","10/5982",0.1,6.79772727272727,2.24192486704012,0.137838951096024,0.802319759462655,0.763818346856862,"beat-IIIc",1,"female","down"
"BP","GO:0055070","copper ion homeostasis","1/88","10/5982",0.1,6.79772727272727,2.24192486704012,0.137838951096024,0.802319759462655,0.763818346856862,"CG14757",1,"female","down"
"BP","GO:0071867","response to monoamine","1/88","10/5982",0.1,6.79772727272727,2.24192486704012,0.137838951096024,0.802319759462655,0.763818346856862,"CG17760",1,"female","down"
"BP","GO:0071868","cellular response to monoamine stimulus","1/88","10/5982",0.1,6.79772727272727,2.24192486704012,0.137838951096024,0.802319759462655,0.763818346856862,"CG17760",1,"female","down"
"BP","GO:0071869","response to catecholamine","1/88","10/5982",0.1,6.79772727272727,2.24192486704012,0.137838951096024,0.802319759462655,0.763818346856862,"CG17760",1,"female","down"
"BP","GO:0071870","cellular response to catecholamine stimulus","1/88","10/5982",0.1,6.79772727272727,2.24192486704012,0.137838951096024,0.802319759462655,0.763818346856862,"CG17760",1,"female","down"
"BP","GO:0090306","meiotic spindle assembly","1/88","10/5982",0.1,6.79772727272727,2.24192486704012,0.137838951096024,0.802319759462655,0.763818346856862,"sau",1,"female","down"
"BP","GO:1903350","response to dopamine","1/88","10/5982",0.1,6.79772727272727,2.24192486704012,0.137838951096024,0.802319759462655,0.763818346856862,"CG17760",1,"female","down"
"BP","GO:1903351","cellular response to dopamine","1/88","10/5982",0.1,6.79772727272727,2.24192486704012,0.137838951096024,0.802319759462655,0.763818346856862,"CG17760",1,"female","down"
"BP","GO:0006518","peptide metabolic process","8/88","352/5982",0.0227272727272727,1.54493801652893,1.28761910680709,0.14481675549339,0.802319759462655,0.763818346856862,"Paip2/Sting/mRpS33/PGRP-SC2/mRpL51/mRpS18C/mRpS18A/mRpS17",8,"female","down"
"BP","GO:0002440","production of molecular mediator of immune response","2/88","46/5982",0.0434782608695652,2.95553359683794,1.62674852989969,0.146456729232909,0.802319759462655,0.763818346856862,"Sting/PGRP-SC2",2,"female","down"
"BP","GO:0002700","regulation of production of molecular mediator of immune response","2/88","46/5982",0.0434782608695652,2.95553359683794,1.62674852989969,0.146456729232909,0.802319759462655,0.763818346856862,"Sting/PGRP-SC2",2,"female","down"
"BP","GO:0002775","antimicrobial peptide production","2/88","46/5982",0.0434782608695652,2.95553359683794,1.62674852989969,0.146456729232909,0.802319759462655,0.763818346856862,"Sting/PGRP-SC2",2,"female","down"
"BP","GO:0002784","regulation of antimicrobial peptide production","2/88","46/5982",0.0434782608695652,2.95553359683794,1.62674852989969,0.146456729232909,0.802319759462655,0.763818346856862,"Sting/PGRP-SC2",2,"female","down"
"BP","GO:0002921","negative regulation of humoral immune response","1/88","11/5982",0.0909090909090909,6.1797520661157,2.10089791870761,0.150543266619057,0.802319759462655,0.763818346856862,"PGRP-SC2",1,"female","down"
"BP","GO:0006721","terpenoid metabolic process","1/88","11/5982",0.0909090909090909,6.1797520661157,2.10089791870761,0.150543266619057,0.802319759462655,0.763818346856862,"Rdh1",1,"female","down"
"BP","GO:0006900","vesicle budding from membrane","1/88","11/5982",0.0909090909090909,6.1797520661157,2.10089791870761,0.150543266619057,0.802319759462655,0.763818346856862,"sau",1,"female","down"
"BP","GO:0043001","Golgi to plasma membrane protein transport","1/88","11/5982",0.0909090909090909,6.1797520661157,2.10089791870761,0.150543266619057,0.802319759462655,0.763818346856862,"sau",1,"female","down"
"BP","GO:0050905","neuromuscular process","1/88","11/5982",0.0909090909090909,6.1797520661157,2.10089791870761,0.150543266619057,0.802319759462655,0.763818346856862,"Nazo",1,"female","down"
"BP","GO:0002697","regulation of immune effector process","2/88","47/5982",0.0425531914893617,2.8926499032882,1.59159301958044,0.151573404283192,0.802319759462655,0.763818346856862,"Sting/PGRP-SC2",2,"female","down"
"BP","GO:0002832","negative regulation of response to biotic stimulus","2/88","47/5982",0.0425531914893617,2.8926499032882,1.59159301958044,0.151573404283192,0.802319759462655,0.763818346856862,"LysE/PGRP-SC2",2,"female","down"
"BP","GO:0002759","regulation of antimicrobial humoral response","2/88","48/5982",0.0416666666666667,2.83238636363636,1.55735302357219,0.156725557396075,0.802319759462655,0.763818346856862,"Sting/PGRP-SC2",2,"female","down"
"BP","GO:0019646","aerobic electron transport chain","2/88","48/5982",0.0416666666666667,2.83238636363636,1.55735302357219,0.156725557396075,0.802319759462655,0.763818346856862,"CG14757/CG40472",2,"female","down"
